State Name,,District Name,,Market Name,,Variety,,Group,,Arrivals (Tonnes),,Min Price (Rs./Quintal),,Max Price (Rs./Quintal),,Modal Price (Rs./Quintal),,Reported Date,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,384.00,,900,,2300,,1350,,28 Jul 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,385.00,,200,,900,,630,,13 Feb 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,386.00,,300,,950,,690,,26 Mar 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,392.00,,380,,1150,,700,,06 Jun 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,393.00,,300,,1300,,710,,31 Mar 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,394.00,,500,,2350,,1400,,28 Nov 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,396.00,,400,,950,,700,,17 Apr 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,397.00,,400,,1550,,1050,,29 Mar 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,400.00,,800,,1700,,1200,,04 Dec 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,405.00,,350,,900,,700,,12 Sep 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,405.00,,1000,,1800,,1300,,06 Dec 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,407.00,,300,,1200,,750,,29 Jul 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,407.00,,500,,1250,,875,,09 Feb 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,408.00,,300,,750,,600,,26 Mar 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,414.00,,1000,,3000,,1500,,15 Nov 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,417.00,,300,,760,,665,,01 Aug 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,434.00,,300,,1100,,700,,03 Jun 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,442.00,,300,,950,,650,,10 May 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,448.00,,200,,750,,600,,30 Dec 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,449.00,,1000,,3100,,2070,,07 Sep 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,458.00,,1000,,4700,,2200,,30 Nov 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,467.00,,500,,2800,,1400,,19 Dec 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,472.00,,600,,2000,,1350,,17 Feb 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,473.00,,500,,2000,,1050,,06 Apr 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,481.00,,700,,2800,,1350,,28 Jun 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,493.00,,500,,3000,,1500,,26 Feb 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,498.00,,500,,1600,,1050,,20 Aug 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,499.00,,3500,,4100,,3800,,01 Dec 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,183.00,,1000,,2500,,1500,,22 Aug 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,184.00,,500,,2000,,1250,,30 Jul 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,185.00,,400,,1900,,980,,23 Jun 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,188.00,,150,,1450,,760,,26 Jul 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,189.00,,1000,,2600,,1600,,06 Sep 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,194.00,,300,,2000,,1300,,26 Aug 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,195.00,,300,,1111,,680,,17 Jun 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,198.00,,200,,1810,,950,,26 Aug 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,200.00,,200,,430,,370,,24 Feb 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,200.00,,500,,1750,,920,,02 Aug 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,201.00,,300,,1010,,620,,01 Jun 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,201.00,,800,,2450,,1250,,05 Jul 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,201.00,,1000,,3400,,1600,,11 Jan 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,209.00,,500,,2800,,1300,,24 Jun 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,210.00,,100,,350,,320,,10 Apr 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,214.00,,250,,1100,,750,,15 May 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,215.00,,200,,500,,400,,27 Jan 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,218.00,,150,,450,,400,,15 Mar 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,218.00,,200,,860,,530,,03 Sep 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,219.00,,200,,2000,,880,,10 Dec 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,219.00,,300,,1360,,780,,16 Aug 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,219.00,,800,,2200,,1250,,04 Aug 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,220.00,,300,,520,,450,,16 Jun 2008,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,220.00,,300,,950,,640,,03 Jan 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,220.00,,300,,1500,,880,,12 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,222.00,,200,,1460,,820,,30 Jun 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,223.00,,300,,1350,,1150,,22 Sep 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,224.00,,350,,1350,,720,,29 May 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,225.00,,300,,950,,570,,16 Jun 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,227.00,,300,,1800,,1100,,26 May 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,228.00,,300,,1650,,900,,10 Jun 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,228.00,,800,,2500,,1250,,27 Sep 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,238.00,,500,,1600,,780,,29 Sep 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,242.00,,200,,700,,450,,11 May 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,244.00,,200,,500,,450,,19 May 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,246.00,,250,,930,,800,,02 Aug 2008,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,250.00,,250,,630,,550,,06 Aug 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,251.00,,400,,1500,,860,,19 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,251.00,,800,,2450,,1350,,03 Mar 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,253.00,,300,,730,,500,,09 Feb 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,255.00,,300,,1700,,850,,21 Dec 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,256.00,,300,,2100,,900,,28 Feb 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,256.00,,650,,1480,,850,,12 Jan 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,257.00,,300,,1350,,600,,26 Feb 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,260.00,,100,,500,,300,,05 Jan 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,261.00,,600,,1750,,1080,,06 Aug 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,265.00,,300,,1400,,730,,25 Jan 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,265.00,,500,,3710,,2200,,13 Jan 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,265.00,,1800,,5100,,2400,,21 Aug 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,267.00,,600,,2100,,1250,,24 Jun 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,296.00,,500,,2800,,1400,,16 Nov 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,296.00,,500,,3500,,1650,,17 Feb 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,297.00,,500,,2700,,1800,,19 Dec 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,298.00,,300,,1050,,920,,02 Jul 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,298.00,,350,,1100,,660,,12 Jun 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,298.00,,500,,2500,,1500,,01 Dec 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,300.00,,200,,750,,650,,29 May 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,300.00,,200,,1600,,1000,,18 Mar 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,300.00,,400,,1400,,1000,,03 Apr 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,301.00,,700,,2500,,1200,,06 Jan 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,302.00,,400,,1550,,1050,,20 Mar 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,305.00,,300,,1250,,775,,10 Jun 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,308.00,,300,,900,,600,,01 Mar 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,308.00,,300,,1000,,650,,05 Jul 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,308.00,,500,,1700,,1080,,23 Jul 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,311.00,,400,,1100,,750,,29 Jan 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,313.00,,500,,1750,,1130,,25 Aug 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,316.00,,600,,3600,,2000,,20 Jan 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,318.00,,400,,1350,,850,,27 Jun 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,320.00,,300,,930,,620,,16 Feb 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,321.00,,1000,,1650,,1300,,26 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,324.00,,300,,900,,600,,15 Jun 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,324.00,,500,,1200,,750,,18 Dec 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,326.00,,300,,900,,600,,16 Apr 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,327.00,,400,,1000,,750,,11 Apr 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,328.00,,300,,850,,570,,11 Mar 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,329.00,,500,,1600,,950,,04 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,329.00,,500,,2200,,1080,,11 Mar 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,329.00,,1300,,1600,,1450,,12 Jan 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,330.00,,300,,1050,,900,,24 Sep 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,330.00,,500,,2100,,1300,,18 Mar 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,333.00,,500,,1350,,850,,08 Jan 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,334.00,,300,,3300,,1600,,18 Feb 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,335.00,,500,,1150,,700,,03 Jan 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,340.00,,500,,2200,,1350,,14 Sep 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,341.00,,500,,3400,,1600,,21 Jun 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,343.00,,500,,1800,,1170,,15 Sep 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,347.00,,300,,1150,,720,,08 Jul 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,352.00,,500,,1250,,750,,08 Mar 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,354.00,,300,,1100,,720,,02 Mar 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,355.00,,800,,3000,,1600,,19 Nov 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,357.00,,500,,2500,,1050,,23 Nov 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,359.00,,500,,1750,,1100,,30 Jan 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,363.00,,200,,1300,,850,,04 May 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,367.00,,300,,1400,,700,,10 May 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,369.00,,300,,850,,500,,10 Feb 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,369.00,,400,,900,,700,,14 May 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,374.00,,400,,2000,,1200,,15 Dec 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,376.00,,1200,,3450,,2450,,20 Jan 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,377.00,,400,,1250,,730,,02 May 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,528.00,,600,,1450,,950,,06 Jan 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,540.00,,1000,,4200,,2000,,18 Oct 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,608.00,,500,,750,,600,,23 Dec 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,627.00,,1000,,4500,,2000,,19 Oct 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,640.00,,200,,460,,360,,31 Jan 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,656.00,,400,,1100,,730,,09 Jan 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,680.00,,500,,1400,,960,,25 Aug 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,886.00,,2500,,2800,,2650,,12 Oct 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,940.00,,800,,3600,,1550,,21 Oct 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,031.00,,2000,,4700,,3000,,29 Nov 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,156.00,,1200,,2400,,1800,,25 Sep 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,184.00,,1200,,3600,,2450,,24 Oct 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,222.00,,1500,,3600,,2600,,04 Oct 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,226.00,,600,,3400,,1340,,30 Oct 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,294.00,,800,,1500,,1000,,31 Oct 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,344.00,,400,,1100,,750,,19 Sep 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,565.00,,1000,,4000,,2000,,18 Oct 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,1,793.00,,400,,1350,,700,,12 Oct 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,2,111.00,,2500,,6300,,4000,,02 Nov 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,5,249.00,,600,,1900,,900,,03 Jan 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,32.00,,300,,900,,750,,20 Sep 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,40.00,,350,,580,,500,,24 Aug 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,53.00,,200,,530,,480,,22 May 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,70.00,,250,,500,,410,,12 Mar 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,70.00,,250,,750,,600,,02 Jul 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,73.00,,500,,3200,,1500,,02 Jul 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,81.00,,500,,1600,,900,,02 Jul 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,85.00,,160,,450,,410,,13 Aug 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,88.00,,1700,,2500,,2000,,16 Jul 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,90.00,,100,,450,,400,,10 Sep 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,91.00,,800,,2800,,1850,,10 Aug 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,93.00,,600,,1800,,900,,03 Jul 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,98.00,,300,,1200,,680,,28 Jun 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,98.00,,500,,2000,,1350,,01 Sep 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,100.00,,250,,850,,550,,23 Aug 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,103.00,,250,,710,,600,,27 Jun 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,105.00,,1000,,2350,,1450,,11 Jul 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,107.00,,200,,580,,450,,03 Feb 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,113.00,,1600,,3250,,2200,,16 Jan 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,120.00,,200,,470,,395,,11 Sep 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,121.00,,250,,1120,,800,,21 May 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,121.00,,500,,1000,,750,,22 Jun 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,122.00,,260,,700,,600,,02 Aug 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,128.00,,250,,850,,750,,21 Aug 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,129.00,,300,,1220,,550,,16 Jan 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,133.00,,500,,2400,,1150,,21 Jul 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,134.00,,400,,800,,600,,19 Mar 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,135.00,,200,,1000,,800,,19 Aug 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,135.00,,300,,1500,,740,,04 Jul 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,136.00,,300,,1500,,850,,12 Jun 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,268.00,,150,,500,,450,,21 Apr 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,269.00,,500,,1410,,900,,03 Jun 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,271.00,,200,,940,,590,,18 May 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,272.00,,300,,1200,,750,,01 Feb 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,280.00,,500,,2100,,1050,,06 Aug 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,284.00,,250,,620,,520,,02 May 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,285.00,,200,,1200,,600,,30 Mar 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,286.00,,500,,1050,,750,,27 Mar 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,287.00,,300,,800,,530,,03 Jul 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,289.00,,500,,3050,,1250,,19 Jun 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,290.00,,300,,750,,625,,06 Jul 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,291.00,,200,,1650,,850,,23 Jan 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,292.00,,300,,850,,600,,29 Jan 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,294.00,,200,,600,,400,,15 Mar 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,294.00,,250,,1020,,600,,02 Jul 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,294.00,,300,,1100,,540,,11 Apr 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,295.00,,250,,850,,550,,19 Jul 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,300.00,,200,,920,,720,,24 Sep 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,301.00,,1000,,3050,,1700,,15 Dec 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,302.00,,500,,1350,,850,,20 Mar 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,305.00,,200,,1350,,850,,11 May 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,308.00,,300,,750,,550,,05 Mar 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,312.00,,200,,600,,400,,23 May 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,316.00,,400,,2000,,1200,,22 Jan 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,318.00,,200,,1300,,650,,14 Mar 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,318.00,,500,,2350,,1250,,29 Jan 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,320.00,,200,,720,,430,,02 Jun 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,320.00,,200,,780,,510,,06 Feb 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,322.00,,500,,1100,,750,,10 Jan 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,324.00,,150,,950,,510,,18 Dec 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,330.00,,300,,1600,,1000,,18 Mar 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,332.00,,200,,580,,450,,25 Jan 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,336.00,,300,,1300,,640,,23 Sep 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,339.00,,500,,3000,,1800,,01 Feb 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,347.00,,250,,700,,500,,11 May 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,356.00,,500,,2400,,1200,,21 Dec 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,357.00,,250,,900,,575,,13 Jun 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,358.00,,200,,1300,,630,,09 Feb 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,362.00,,1500,,1900,,1850,,25 Jul 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Telagi,,Vegetables,,363.00,,200,,1275,,680,,23 Mar 2024,
