selling_price,full_name,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
8.1,Honda Jazz 1.2 VX i VTEC,2019,Dealer,4065,Petrol,Manual,18.7,1199,88.7,5
5.65,Maruti Celerio ZXI Optional AMT BSIV,2019,Dealer,20000,Petrol,Automatic,23.1,998,67.04,5
5.15,Hyundai i20 Asta 1.4 CRDi,2012,Dealer,63817,Diesel,Manual,21.27,1396,88.76,5
0.3,Tata Nano Cx,2010,Individual,80000,Petrol,Manual,26,624,35,4
1.7,Maruti Alto LXi,2012,Individual,40000,Petrol,Manual,19.7,796,46.3,5
3.1,Maruti Wagon R LXI,2014,Dealer,36000,Petrol,Manual,21.79,998,67.05,5
5.75,Hyundai Xcent 1.2 Kappa AT S Option,2014,Dealer,16000,Petrol,Automatic,16.9,1197,81.86,5
10,Toyota Corolla Altis D-4D J,2016,Individual,150000,Diesel,Manual,21.43,1364,87.2,5
1.8,Maruti Zen Estilo LXI BS IV,2012,Individual,40100,Petrol,Manual,19,998,67.1,5
5.6,Maruti SX4 S Cross DDiS 320 Zeta,2016,Dealer,42685,Diesel,Manual,22.7,1598,118,5
6.5,Maruti Vitara Brezza LDi Option,2017,Dealer,34000,Diesel,Manual,24.3,1248,88.5,5
2.7,Honda Brio S MT,2012,Dealer,38000,Petrol,Manual,19.4,1198,86.8,5
9.1,Hyundai Creta 1.4 CRDi Base,2018,Individual,80000,Diesel,Manual,21.38,1396,88.7,5
1.7,Hyundai Verna 1.6 VTVT,2011,Individual,50000,Petrol,Manual,17.01,1591,121.3,5
7.1,Mahindra KUV100 NXT D75 K8 Dual Tone,2018,Individual,23000,Diesel,Manual,25.32,1198,77,6
4.5,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013,Individual,180000,Diesel,Manual,12.05,2179,120,7
3.3,Maruti Swift VXI,2013,Dealer,41000,Petrol,Manual,18.6,1197,85.8,5
4.45,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Dealer,12000,Petrol,Manual,18.9,1197,81.86,5
6.5,Hyundai i20 Asta Option 1.2,2015,Individual,30000,Petrol,Manual,18.6,1197,81.83,5
4.7,Maruti Swift VXI,2014,Dealer,42120,Petrol,Manual,18.6,1197,85.8,5
52,BMW 6 Series GT 630i Sport Line,2018,Individual,12500,Petrol,Automatic,14.28,1998,258,4
7.5,Maruti Baleno Alpha 1.3,2018,Individual,20000,Diesel,Manual,27.39,1248,74,5
2.75,Honda Brio 1.2 S MT,2012,Dealer,38361,Petrol,Manual,18.5,1198,86.8,5
3.75,Toyota Etios G,2011,Dealer,77796,Petrol,Manual,17.6,1496,88.73,5
6.4,Renault Duster 110PS Diesel RxL,2016,Individual,80000,Diesel,Manual,19.6,1461,108.45,5
7.5,Hyundai i20 Active SX Petrol,2018,Individual,25000,Petrol,Manual,17.19,1197,81.86,5
4.4,Renault Duster 85PS Diesel RxL Optional,2012,Individual,130000,Diesel,Manual,20.46,1461,83.8,5
4.5,Maruti Swift Dzire VDI,2016,Individual,100000,Diesel,Manual,26.59,1248,74,5
2.75,Hyundai EON Magna Optional,2015,Dealer,42000,Petrol,Manual,21.1,814,55.2,5
9,Mahindra Scorpio EX,2014,Individual,15000,Diesel,Manual,14,2523,75,8
12.5,Volkswagen Vento 1.2 TSI Highline Plus AT,2019,Dealer,4000,Petrol,Automatic,18.19,1197,103.2,5
5.7,Hyundai Xcent 1.2 VTVT SX,2018,Individual,15000,Petrol,Manual,20.14,1197,81.86,5
14.49,Audi A6 2.0 TDI,2013,Dealer,59654,Diesel,Automatic,17.68,1968,174.33,5
3.25,Toyota Etios GD,2013,Individual,110000,Diesel,Manual,23.59,1364,67.04,5
5.75,Honda City i DTEC SV,2014,Dealer,146781,Diesel,Manual,26,1498,98.6,5
4.1,Hyundai i10 Magna 1.1L,2017,Individual,32000,Petrol,Manual,19.81,1086,68.05,5
7.9,BMW 5 Series 525i,2008,Dealer,50000,Petrol,Automatic,10.8,2497,215,5
2.15,Datsun RediGO T,2017,Individual,13000,Petrol,Manual,22.7,799,53.64,5
5.75,Tata Sumo Gold GX,2016,Individual,50000,Diesel,Manual,15.3,2956,83.83,7
7,Maruti Ertiga BSIV ZXI,2016,Individual,50000,Petrol,Manual,17.5,1373,91.1,7
5.1,Honda City V MT,2014,Dealer,47000,Petrol,Manual,16.8,1497,116.3,5
1.95,Hyundai i10 Magna 1.1L,2010,Individual,45415,Petrol,Manual,19.81,1086,68.05,5
5,Hyundai Xcent 1.1 CRDi S,2016,Individual,72077,Diesel,Manual,24.4,1120,71,5
6.7,Honda City i DTEC SV,2014,Dealer,58719,Diesel,Manual,26,1498,98.6,5
6.5,Maruti Swift Dzire VDI,2017,Individual,21000,Diesel,Manual,28.4,1248,74.02,5
4.15,Renault KWID 1.0 RXT AMT,2019,Dealer,4269,Petrol,Automatic,24.04,999,67,5
10.6,Honda City i-VTEC VX,2019,Dealer,57000,Petrol,Manual,17.4,1497,117.6,5
8.99,Honda City i DTec VX,2018,Dealer,28000,Diesel,Manual,26,1498,98.6,5
2.6,Chevrolet Beat Diesel LT,2013,Dealer,62000,Diesel,Manual,25.44,936,57.6,5
19.6,Skoda Superb Style 1.8 TSI AT,2017,Dealer,30000,Petrol,Automatic,14.67,1798,177.46,5
13.8,Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,2017,Individual,70000,Diesel,Manual,13.68,2393,147.8,8
4.95,Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,Dealer,33000,Diesel,Manual,27.28,1047,69,5
5,Renault Duster 110PS Diesel RxL,2014,Individual,120000,Diesel,Manual,19.01,1461,108.45,5
2.25,Hyundai i10 Era,2011,Dealer,75000,Petrol,Manual,19.81,1086,68.05,5
4.25,Maruti Celerio VXI AMT BSIV,2017,Dealer,39000,Petrol,Automatic,23.1,998,67.04,5
2.2,Tata Indica DLS,2011,Individual,200000,Diesel,Manual,17.2,1396,53.5,5
2.7,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,Dealer,99600,Diesel,Manual,17.8,1399,67,5
11.75,BMW 3 Series 320d Highline,2010,Dealer,83001,Diesel,Automatic,16.07,1995,181,5
3.1,Ford Fiesta Classic 1.4 SXI Duratorq,2011,Individual,50000,Diesel,Manual,17.8,1399,67,5
3.75,Hyundai Verna 1.6 CRDi EX MT,2013,Individual,120000,Diesel,Manual,22.32,1582,126.3,5
3.8,Hyundai Grand i10 CRDi Asta,2015,Dealer,77425,Diesel,Manual,24,1120,70,5
6.5,Mahindra Bolero B6,2020,Individual,15000,Diesel,Manual,21,1498,74.96,7
20,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2017,Individual,40000,Diesel,Manual,13.68,2393,147.8,7
2.3,Hyundai EON Magna Plus,2014,Individual,25000,Petrol,Manual,21.1,814,55.2,5
2.55,Mahindra Bolero SLX 4WD BSIII,2006,Individual,120000,Diesel,Manual,13.6,2523,63,7
6.3,Maruti Baleno Alpha 1.2,2018,Dealer,31000,Petrol,Manual,21.4,1197,83.1,5
3.59,Volkswagen Polo Petrol Comfortline 1.2L,2013,Dealer,68000,Petrol,Manual,16.47,1198,73.9,5
85,BMW 7 Series 730Ld DPE Signature,2018,Dealer,19000,Diesel,Automatic,17.66,2993,355.37,4
3.5,Renault KWID RXT,2016,Dealer,28842,Petrol,Manual,25.17,799,53.3,5
3.55,Maruti Wagon R LXI CNG,2018,Individual,60000,CNG,Manual,26.6,998,58.16,5
6.75,Honda City i VTEC VX,2016,Dealer,60060,Petrol,Manual,17.8,1497,117.3,5
4,Honda Brio VX,2015,Dealer,29444,Petrol,Manual,19.4,1198,86.8,5
2.2,Maruti Wagon R Duo Lxi,2010,Individual,80000,LPG,Manual,26.2,998,58.2,5
8.75,Honda City VX MT,2017,Dealer,14000,Petrol,Manual,17.4,1497,117.6,5
5.4,Hyundai Grand i10 1.2 CRDi Sportz Dual Tone,2018,Individual,23000,Diesel,Manual,24,1186,73.97,5
5,Maruti Swift Dzire VDI,2016,Individual,84000,Diesel,Manual,26.59,1248,74,5
1.29,Hyundai Santro Xing GLS,2008,Dealer,38500,Petrol,Manual,17.92,1086,62.1,5
13.99,Toyota Fortuner 3.0 Diesel,2012,Dealer,70000,Diesel,Manual,11.5,2982,171,7
13.75,Toyota Fortuner 3.0 Diesel,2013,Dealer,140305,Diesel,Manual,11.5,2982,171,7
5.15,Hyundai Grand i10 AT Asta,2015,Dealer,35000,Petrol,Automatic,18.9,1197,82,5
1,Hyundai i10 Era,2008,Individual,55000,Petrol,Manual,19.81,1086,68.05,5
6.15,Maruti Swift Dzire VDI,2017,Individual,35000,Diesel,Manual,28.4,1248,74.02,5
3.4,Honda Brio E MT,2013,Dealer,63138,Petrol,Manual,19.4,1198,86.8,5
2.4,Ford Figo Diesel LXI,2012,Individual,50000,Diesel,Manual,20,1399,68,5
13.99,Mitsubishi Pajero Sport 4X2 AT,2015,Dealer,59000,Diesel,Automatic,13.5,2477,175.56,7
3.72,Honda Amaze EX i-Dtech,2014,Dealer,45000,Diesel,Manual,25.8,1498,98.6,5
39.99,BMW Z4 35i,2015,Dealer,27000,Petrol,Automatic,10.37,2979,301.72,2
1.5,Maruti Alto LXi,2010,Individual,20000,Petrol,Manual,19.7,796,46.3,5
4.5,Hyundai Verna 1.6 SX,2012,Dealer,85000,Diesel,Manual,22.32,1582,126.32,5
8,Mahindra TUV 300 T6 Plus BSIV,2019,Individual,50000,Diesel,Manual,18.49,1493,100,7
5,Maruti Ertiga ZXI,2013,Individual,90000,Petrol,Manual,16.02,1373,93.7,7
13,Audi Q3 2.0 TDI Quattro Premium Plus,2013,Individual,70000,Diesel,Automatic,15.73,1968,174.33,5
6.8,Hyundai i20 Petrol Asta Dual Tone,2019,Individual,30000,Petrol,Manual,18.6,1197,81.86,5
7.25,Hyundai Grand i10 Nios Asta,2020,Individual,4350,Petrol,Manual,20.7,1197,81.86,5
4.9,Hyundai Verna SX,2015,Dealer,27500,Petrol,Manual,17.7,1497,113.42,5
1.7,Maruti Alto LXi,2012,Individual,70000,Petrol,Manual,19.7,796,46.3,5
5.55,Maruti Swift DDiS VDI,2017,Individual,50000,Diesel,Manual,28.4,1248,74,5
15.8,Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2017,Individual,82000,Diesel,Manual,13.68,2393,147.8,7
9.5,Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2018,Individual,57000,Diesel,Manual,23,1498,98.96,5
5.8,Mahindra Bolero 2011-2019 EX NON AC,2018,Individual,40000,Diesel,Manual,15.96,2523,62.1,7
18.49,Audi Q5 2.0 TFSI Quattro Premium Plus,2014,Dealer,62345,Petrol,Automatic,11.81,1984,221.3,5
3.5,Hyundai i20 1.2 Magna,2010,Individual,20000,Petrol,Manual,18.5,1197,80,5
2.72,Hyundai EON Sportz,2013,Dealer,37510,Petrol,Manual,21.1,814,55.2,5
4,Hyundai Xcent 1.1 CRDi S,2014,Dealer,50000,Diesel,Manual,24.4,1120,71,5
1.1,Maruti Alto LXi,2009,Individual,110000,Petrol,Manual,19.7,796,46.3,5
3.2,Maruti Swift Dzire VDi,2011,Dealer,65000,Diesel,Manual,19.3,1248,73.9,5
8.25,Honda BR-V Style Edition V CVT,2016,Individual,30000,Petrol,Automatic,16,1497,117.3,7
3.7,Hyundai i20 Magna,2010,Individual,25000,Petrol,Manual,18.5,1197,80,5
9.46,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,Dealer,82000,Diesel,Manual,12.99,2494,100.6,8
4.6,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,Individual,205000,Diesel,Automatic,11.79,2179,120,8
24.15,Audi Q5 2.0 TDI Premium Plus,2014,Dealer,35000,Diesel,Automatic,14.16,1968,174.3,5
5.5,Mahindra Scorpio VLX AT AIRBAG BSIV,2013,Individual,110000,Diesel,Automatic,11.79,2179,120,8
1,Honda Accord V6 AT,2005,Individual,100000,Petrol,Automatic,9,2997,218,5
2.2,Hyundai EON Magna Plus,2012,Individual,75000,Petrol,Manual,21.1,814,55.2,5
5.5,Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,Individual,25000,Petrol,Manual,18.9,1197,81.86,5
3.5,Maruti Swift Dzire VXi,2011,Dealer,35955,Petrol,Manual,17.5,1298,85.8,5
4.35,Tata Zest AMT Quadrajet 1.3 XMA,2016,Individual,130000,Diesel,Automatic,21.58,1248,88.7,5
4.4,Datsun GO Plus Anniversary Edition,2018,Individual,50000,Petrol,Manual,20.62,1198,67,7
2.2,Ford Fiesta Classic 1.4 SXI Duratorq,2009,Individual,110000,Diesel,Manual,17.8,1399,67,5
3.41,Honda Amaze S i-Dtech,2014,Individual,50000,Diesel,Manual,25.8,1498,98.6,5
3.35,Chevrolet Enjoy Petrol LT 7 Seater,2014,Individual,50000,Petrol,Manual,13.7,1399,98.82,7
3,Volkswagen Polo Diesel Comfortline 1.2L,2013,Individual,32000,Diesel,Manual,22.07,1199,73.9,5
16,Skoda Octavia Style Plus 2.0 TDI AT,2016,Dealer,80500,Diesel,Automatic,19.3,1968,141,5
2.5,Maruti Alto 800 VXI,2017,Individual,60000,Petrol,Manual,24.7,796,47.3,5
3.6,Hyundai Grand i10 1.2 CRDi Sportz,2016,Dealer,58000,Diesel,Manual,24,1186,73.97,5
3.1,Maruti Alto 800 VXI,2018,Individual,20000,Petrol,Manual,24.7,796,47.3,5
2.5,Maruti Wagon R Stingray VXI,2013,Individual,70000,Petrol,Manual,20.51,998,67.04,5
2.25,Skoda Rapid 1.6 TDI Active,2012,Dealer,25000,Diesel,Manual,20.5,1598,103.5,5
8.5,Maruti Ertiga ZDI Plus,2017,Dealer,79000,Diesel,Manual,20.77,1248,88.8,7
7,Hyundai i20 Diesel Sportz,2019,Individual,15000,Diesel,Manual,22.54,1396,88.76,5
6.5,Honda WR-V i-VTEC VX,2017,Individual,25000,Petrol,Manual,17.5,1199,88.7,5
5,Maruti Baleno RS,2017,Individual,120000,Petrol,Manual,21.1,998,100,5
8.5,Mahindra Scorpio S3 9 Seater BSIV,2019,Individual,30000,Diesel,Manual,15.4,2523,75,7
7.09,Hyundai Creta 1.4 CRDi S,2016,Dealer,37859,Diesel,Manual,21.38,1396,88.7,5
2.85,Hyundai i10 Sportz,2013,Dealer,50000,Petrol,Manual,20.36,1197,78.9,5
6,Maruti Swift Dzire VDI,2017,Individual,70000,Diesel,Manual,28.4,1248,74.02,5
7.5,Ford Freestyle Titanium Plus Petrol BSIV,2018,Individual,7000,Petrol,Manual,19,1194,94.68,5
9.75,Maruti Ciaz Alpha Diesel,2018,Dealer,36000,Diesel,Manual,28.09,1248,88.5,5
1.8,Hyundai EON D Lite Plus,2014,Individual,30000,Petrol,Manual,21.1,814,55.2,5
2.45,Maruti Wagon R VXI,2012,Dealer,43000,Petrol,Manual,21.79,998,67.05,5
2.75,Mahindra Bolero DI,2010,Individual,211000,Diesel,Manual,13.6,2523,63,7
3.75,Hyundai i20 Sportz AT 1.4,2014,Individual,70000,Petrol,Automatic,15,1396,98.6,5
2.75,Maruti Swift VDI BSIV,2010,Individual,50000,Diesel,Manual,17.8,1248,5,5
2.05,Toyota Etios Liva VX,2011,Dealer,72000,Petrol,Manual,18.3,1197,78.9,5
5.05,Toyota Innova 2.5 V Diesel 8-seater,2009,Dealer,150000,Diesel,Manual,12.8,2494,102,8
1,Maruti Estilo LXI,2009,Individual,70000,Petrol,Manual,19.5,1061,5,5
3.5,Tata Tiago 1.2 Revotron XZ,2017,Individual,31000,Petrol,Manual,23.84,1199,84,5
4.5,Toyota Etios Cross 1.4L VD,2015,Individual,120000,Diesel,Manual,23.59,1364,67.06,5
6.4,Ford Ecosport 1.5 DV5 MT Titanium,2015,Dealer,31700,Diesel,Manual,22.7,1498,89.84,5
1.6,Maruti Alto LXi,2011,Individual,25000,Petrol,Manual,19.7,796,46.3,5
4.5,Hyundai i20 Asta 1.4 CRDi,2013,Individual,57692,Diesel,Manual,21.27,1396,88.76,5
9.61,Honda City i-DTEC VX,2017,Individual,80000,Diesel,Manual,25.6,1498,97.9,5
3.25,Datsun redi-GO T Option,2018,Dealer,2300,Petrol,Manual,20.71,799,53.64,5
5.7,Toyota Etios GD,2014,Dealer,126000,Diesel,Manual,23.59,1364,5,5
10,Maruti Ertiga ZDI Plus,2019,Individual,20000,Diesel,Manual,25.47,1248,88.5,7
7.6,Honda New Accord 2011-2014 2.4 A/T,2011,Dealer,65000,Petrol,Automatic,11.7,2354,177.6,5
4.3,Hyundai Grand i10 AT Asta,2014,Dealer,75570,Petrol,Automatic,18.9,1197,82,5
7.2,Ford Freestyle Titanium Plus Diesel BSIV,2018,Individual,20000,Diesel,Manual,24.4,1498,98.63,5
5.95,Maruti Swift ZDI BSIV,2015,Dealer,123000,Diesel,Manual,25.2,1248,74,5
2.98,Maruti Alto 800 LXI,2017,Individual,14870,Petrol,Manual,24.7,796,47.3,5
8,Maruti Ciaz 1.3 Alpha,2018,Dealer,24099,Diesel,Manual,28.09,1248,88.5,5
3.75,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2014,Dealer,44500,Petrol,Manual,18.9,1197,81.86,5
9,Hyundai Creta 1.4 CRDi Base,2016,Individual,70000,Diesel,Manual,21.38,1396,88.7,5
1.65,Hyundai i10 Magna,2011,Individual,105000,Petrol,Manual,20.36,1197,78.9,5
8.5,Honda WR-V i-DTEC VX,2018,Dealer,52000,Diesel,Manual,25.5,1498,98.6,5
5.5,Honda Amaze S CVT i-VTEC,2018,Individual,15000,Petrol,Automatic,18.1,1199,88.7,5
1,Maruti Omni LPG STD BSIV,2009,Individual,110000,LPG,Manual,10.9,1476.327401,8,5
3.2,Renault KWID AMT,2017,Individual,30000,Petrol,Automatic,24.04,999,67,5
1.5,Tata Indigo eGLX BS IV,2011,Individual,33000,Petrol,Manual,15.64,1193,64.08,5
4,Honda Amaze E i-Dtech,2016,Individual,40000,Diesel,Manual,25.8,1498,98.6,5
8.6,Maruti Vitara Brezza ZDi Plus,2018,Individual,50000,Diesel,Manual,24.3,1248,88.5,5
23.5,Skoda Octavia 2.0 TDI AT L K,2018,Dealer,52700,Diesel,Automatic,19.5,1968,141,5
1.25,Maruti Wagon R LX DUO BSIII,2007,Individual,80000,LPG,Manual,17.3,1061,57.5,5
2.8,Maruti Wagon R LXI BS IV,2014,Dealer,54099,Petrol,Manual,18.9,998,67.1,5
1.85,Maruti Alto LXi BSIII,2012,Dealer,19455,Petrol,Manual,19.7,796,46.3,5
5.4,Hyundai Verna 1.6 CRDI,2013,Individual,104500,Diesel,Manual,22.32,1582,126.3,5
1.25,Tata Indica GLS BS IV,2010,Individual,10000,Petrol,Manual,15.3,1193,65.3,5
7,Hyundai Verna 1.4 VTVT,2017,Individual,11800,Petrol,Manual,17.43,1396,105.5,5
2.2,Maruti Ritz VXi,2012,Individual,60000,Petrol,Manual,18.5,1197,85.8,5
4.7,Mahindra Bolero B4,2014,Dealer,67000,Diesel,Manual,21,1498,74.96,7
3.1,Honda City 1.5 S MT,2011,Dealer,40142,Petrol,Manual,17,1497,118,5
2.65,Toyota Etios GD,2012,Dealer,38000,Diesel,Manual,23.59,1364,5,5
6.5,Hyundai i20 Sportz Option 1.4 CRDi,2016,Dealer,70800,Diesel,Manual,22.54,1396,88.73,5
5.6,Honda Jazz 1.2 V i VTEC,2015,Dealer,64300,Petrol,Manual,18.7,1199,88.7,5
4.09,Maruti Wagon R VXI Optional,2017,Individual,5388,Petrol,Manual,20.51,998,67.04,5
2.65,Ford Figo Diesel EXI,2012,Individual,60000,Diesel,Manual,20,1399,68,5
1.92,Hyundai EON D Lite,2015,Individual,50000,Petrol,Manual,21.1,814,55.2,5
2.25,Tata Indica eLX,2017,Individual,80000,Diesel,Manual,25,1396,69,5
3,Maruti Swift LDI,2012,Individual,110000,Diesel,Manual,22.9,1248,74,5
4.1,Chevrolet Sail 1.2 LT ABS,2014,Individual,25000,Petrol,Manual,18.2,1199,82.4,5
2.2,Ford Figo Diesel Celebration Edition,2013,Individual,95000,Diesel,Manual,20,1399,68.1,5
6.25,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,2016,Individual,150000,Diesel,Manual,22.77,1498,98.59,5
9.99,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2011,Dealer,49000,Diesel,Automatic,14.21,2143,203,5
5.25,Renault Duster RXL AWD,2014,Dealer,42514,Diesel,Manual,19.72,1461,108.45,5
3.56,Mahindra KUV 100 mFALCON G80 K6 AW,2017,Individual,5000,Petrol,Manual,18.15,1198,82,6
6.5,Hyundai Grand i10 Nios AMT Sportz,2019,Individual,5000,Petrol,Automatic,20.7,1197,81.86,5
7.5,Volkswagen Vento 1.6 Highline,2017,Dealer,57700,Petrol,Manual,15.04,1598,103.2,5
7.5,Nissan Terrano XL,2013,Individual,50000,Petrol,Manual,13.24,1598,102.5,5
3.1,Renault KWID 1.0 RXT Optional,2018,Dealer,23000,Petrol,Manual,23.01,999,67,5
5,Maruti Swift Dzire VDI,2015,Individual,80000,Diesel,Manual,26.59,1248,74,5
2.75,Datsun RediGO T,2017,Individual,30000,Petrol,Manual,22.7,799,53.64,5
2.25,Volkswagen Vento IPL II Petrol Trendline,2011,Individual,160000,Petrol,Manual,15.8,1598,105,5
4.7,Hyundai Verna 1.6 SX CRDi (O),2012,Individual,54000,Diesel,Manual,22.32,1582,126.32,5
2.75,Chevrolet Sail Hatchback LS ABS,2013,Individual,40000,Diesel,Manual,22.1,1248,76.9,5
8,Toyota Fortuner 3.0 Diesel,2011,Individual,252000,Diesel,Manual,11.5,2982,171,7
5.25,Honda Amaze SX i-VTEC,2017,Individual,35000,Petrol,Manual,17.8,1198,86.7,5
45,Lexus NX 300h,2018,Dealer,44000,Petrol,Automatic,18.32,2499,194.3,5
6,Maruti Swift ZXI Plus,2019,Individual,23000,Petrol,Manual,21.21,1197,81.8,5
3,Nissan Micra Diesel XV Primo,2011,Dealer,71000,Diesel,Manual,23.08,1461,63.1,5
3.99,Maruti Wagon R VXI,2017,Dealer,10000,Petrol,Manual,18.9,998,67.1,5
1.5,Maruti Alto Green LX BSIV,2010,Dealer,80000,CNG,Manual,26.83,796,38.4,5
6.2,Maruti Swift Dzire VDI,2016,Individual,20000,Diesel,Manual,26.59,1248,74,5
2,Maruti A Star Vxi,2010,Dealer,97775,Petrol,Manual,19,998,66.1,5
4.2,Volkswagen Ameo 1.2 MPI Comfortline Plus,2016,Dealer,40000,Petrol,Manual,17,1198,73.75,5
1.7,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,Individual,96500,CNG,Manual,15.1,1196,73,5
2,Hyundai EON Magna Plus,2013,Individual,37000,Petrol,Manual,21.1,814,55.2,5
4.6,Maruti Swift VDI BSIV,2013,Dealer,58000,Diesel,Manual,17.8,1248,5,5
3,Maruti Wagon R LXI,2013,Dealer,44400,Petrol,Manual,21.79,998,67.05,5
1.3,Maruti Alto LXi,2010,Dealer,48679,Petrol,Manual,19.7,796,46.3,5
1.6,Maruti Alto LXi,2010,Individual,100000,Petrol,Manual,19.7,796,46.3,5
1.5,Maruti Estilo LXI,2010,Individual,60000,Petrol,Manual,19.5,1061,5,5
11,Mahindra XUV300 W8 Option Diesel BSIV,2019,Individual,10000,Diesel,Manual,20,1497,115,5
2.99,Honda Jazz X,2012,Dealer,45000,Petrol,Manual,16.7,1198,88.8,5
5.51,Honda City i DTEC VX,2014,Individual,142000,Diesel,Manual,25.1,1498,98.6,5
6.75,Honda City i VTEC SV,2015,Individual,10000,Petrol,Manual,17.4,1497,117.3,5
3.5,Honda Amaze S i-Vtech,2015,Individual,90000,Petrol,Manual,18,1198,86.7,5
4,Volkswagen Polo 1.2 MPI Comfortline,2015,Dealer,46888,Petrol,Manual,16.47,1198,74,5
5.3,Hyundai i20 Sportz 1.2,2016,Dealer,30000,Petrol,Manual,18.6,1197,81.83,5
5.9,Mahindra XUV500 W6 2WD,2014,Individual,50000,Diesel,Manual,15.1,2179,140,7
9.5,Mahindra XUV500 W4,2015,Individual,15000,Diesel,Manual,15.1,2179,140,7
7.25,Mahindra NuvoSport N6,2017,Individual,18500,Diesel,Manual,17.45,1493,100,7
4.5,Hyundai Verna 1.4 VTVT GL,2014,Dealer,45000,Petrol,Manual,17.43,1396,105.5,5
2.75,Hyundai i10 Era,2009,Dealer,54000,Petrol,Manual,19.81,1086,68.05,5
19.25,Skoda Octavia 2.0 TDI AT Style,2017,Dealer,46000,Diesel,Automatic,19.5,1968,141,5
3.5,Tata Tiago 1.2 Revotron XZ,2016,Individual,35000,Petrol,Manual,23.84,1199,84,5
3,Maruti Ritz VXI,2011,Individual,90000,Petrol,Manual,21.1,1197,85.8,5
1.2,Hyundai Santro Xing GL,2008,Dealer,43125,Petrol,Manual,0,1086,62,5
5.65,Nissan Evalia 2013 XV,2013,Dealer,14052,Diesel,Manual,19.3,1461,84.8,7
4.75,Maruti Baleno Delta 1.2,2016,Individual,30000,Petrol,Manual,21.4,1197,83.1,5
9,Mahindra XUV500 AT W8 FWD,2015,Individual,80000,Diesel,Automatic,16,2179,140,7
3.2,Hyundai i20 Asta Opt Diesel,2010,Dealer,97780,Diesel,Manual,25.2,1493,98.63,5
6.5,Hyundai i20 Active 1.2 SX,2017,Individual,25000,Petrol,Manual,17.19,1197,81.86,5
9.88,Mahindra Scorpio S10 8 Seater,2015,Dealer,49000,Diesel,Manual,15.4,2179,120,8
7,Maruti Ciaz ZDi,2015,Individual,80000,Diesel,Manual,26.21,1248,88.5,5
13.5,Hyundai Santa Fe 4X4,2013,Dealer,105839,Diesel,Manual,14.66,2199,194.3,7
1.9,Datsun GO T BSIV,2014,Individual,35000,Petrol,Manual,20.63,1198,67,5
0.9,Maruti Zen Estilo LX BSIII,2007,Individual,40000,Petrol,Manual,18.2,998,67.1,5
13.5,Mahindra Scorpio S11 4WD BSIV,2019,Individual,35000,Diesel,Manual,16.36,2179,140,7
7.99,Skoda Superb 1.8 TSI MT,2015,Dealer,39000,Petrol,Manual,13.14,1798,160,5
2.45,Maruti Swift Dzire ZXi,2009,Dealer,51800,Petrol,Manual,17.5,1298,85.8,5
5.95,Honda City i VTEC CVT VX,2015,Dealer,50000,Petrol,Automatic,18,1497,117.3,5
7.7,Maruti Ciaz 1.4 Alpha,2018,Individual,40000,Petrol,Manual,20.73,1373,91.1,5
4.5,Honda Amaze VX Diesel,2016,Dealer,66000,Diesel,Manual,24.7,1498,98.63,5
1.99,Volkswagen Polo Petrol Comfortline 1.2L,2011,Dealer,199000,Petrol,Manual,16.47,1198,73.9,5
5,Honda City i VTEC S,2015,Dealer,58058,Petrol,Manual,17.4,1497,117.3,5
2.5,Skoda Fabia 1.4 TDI Ambiente,2008,Dealer,104000,Diesel,Manual,19.4,1422,70,5
1,Hyundai Santro Xing ABS,2008,Individual,170000,Petrol,Manual,0,1086,5,5
6.3,Honda Amaze S Petrol BSIV,2018,Individual,25000,Petrol,Manual,19.5,1199,88.76,5
5.3,Maruti Swift Dzire VDI,2015,Individual,60000,Diesel,Manual,26.59,1248,74,5
1.75,Maruti A Star Vxi,2009,Individual,42500,Petrol,Manual,19,998,66.1,5
3.45,Hyundai i10 Magna,2013,Dealer,75174,Petrol,Manual,20.36,1197,78.9,5
5.75,Maruti Ciaz VDi Plus,2014,Dealer,34900,Diesel,Manual,26.21,1248,88.5,5
3,Hyundai Xcent 1.2 Kappa S Option,2014,Individual,62000,Petrol,Manual,19.1,1197,81.86,5
4.8,Hyundai Verna 1.4 VTVT,2015,Dealer,27900,Petrol,Manual,17.43,1396,105.5,5
2.7,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Individual,100000,Diesel,Manual,17.8,1399,67,5
